,Species,Country.of.Origin,Altitude,altitude_mean_meters,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,Moisture,Category.One.Defects,Quakers,Category.Two.Defects
562,Arabica,El Salvador,1250,1250,Washed / Wet,7.33,7.67,7.67,7.83,7.33,7.67,10,10,10,7.33,82.83,0,0,0,4
563,Arabica,Rwanda,1900,1900,Washed / Wet,7.83,7.92,7.75,7.83,7.75,7.75,9.33,9.33,9.33,8,82.83,0.11,0,0,0
564,Arabica,Vietnam,1040,1040,Other,7.25,7.58,7.5,7.42,7.75,7.42,10,10,10,7.92,82.83,0.11,11,0,0
565,Arabica,Guatemala,4000psn,1219.2,Washed / Wet,7.58,7.58,7.33,7.67,7.67,7.5,10,10,10,7.5,82.83,0.11,0,0,2
566,Arabica,Brazil,900,900,Natural / Dry,7.58,7.83,7.33,7.67,7.42,7.33,10,10,10,7.67,82.83,0.12,2,0,6
567,Arabica,Colombia,1200-2000m,1600,Washed / Wet,7.83,7.67,7.5,7.58,7.5,7.67,10,10,10,7.08,82.83,0,0,0,1
568,Arabica,United States,1200 m,1200,Other,7.42,7.58,7.25,7.5,7.75,7.75,10,10,10,7.58,82.83,0,0,0,9
569,Arabica,Guatemala,1500 msnm,1500,Washed / Wet,7.67,7.67,7.75,7.67,7.42,7.17,10,10,10,7.5,82.83,0.1,0,0,4
570,Arabica,Colombia,1800 mts,1800,Natural / Dry,7.5,7.42,7.58,7.5,7.58,7.58,10,10,10,7.67,82.83,0,4,0,4
571,Arabica,Colombia,de 1600 a 1950 msnm,1775,Washed / Wet,7.83,7.5,7.5,7.42,7.5,7.5,10,10,10,7.58,82.83,0.11,0,0,3
572,Arabica,"Tanzania, United Republic Of",1400 meter above sea level,1400,Washed / Wet,7.67,7.5,7.33,7.25,7.58,7.75,10,10,10,7.75,82.83,0.11,0,0,5
573,Arabica,Mexico,1550,1550,Washed / Wet,7.58,7.67,7.5,7.58,7.5,7.5,10,10,10,7.5,82.83,0.12,2,0,10
574,Arabica,Mexico,1250,1250,Washed / Wet,7.67,7.58,7.42,7.75,7.42,7.42,10,10,10,7.58,82.83,0.12,0,0,7
575,Arabica,Guatemala,4300,1310.64,Washed / Wet,7.67,7.67,7.33,7.5,7.33,7.92,10,10,10,7.42,82.83,0.11,0,0,10
576,Arabica,Mexico,1380,1380,Washed / Wet,7.58,7.58,7.5,7.42,7.67,7.58,10,10,10,7.5,82.83,0.11,0,0,2
577,Arabica,El Salvador,1200 mts,1200,,7.75,7.58,7.75,7.75,7.25,7.5,10,10,10,7.25,82.83,0,1,0,3
578,Arabica,Guatemala,1100,1100,Washed / Wet,7.5,7.58,7.42,7.67,7.58,7.5,10,10,10,7.5,82.75,0.1,0,1,3
579,Arabica,Guatemala,1800,1800,Washed / Wet,7.58,7.67,7.5,7.58,7.5,7.42,10,10,10,7.5,82.75,0.11,0,0,8
580,Arabica,Guatemala,1700,1700,Washed / Wet,7.5,7.67,7.17,7.67,7.67,7.58,10,10,10,7.5,82.75,0.11,0,0,4
581,Arabica,Guatemala,4000,1219.2,Washed / Wet,7.5,7.5,7.42,7.58,7.67,7.5,10,10,10,7.58,82.75,0.1,0,0,1
582,Arabica,Guatemala,4000,1219.2,Washed / Wet,7.42,7.58,7.42,7.67,7.5,7.5,10,10,10,7.67,82.75,0.1,0,0,1
583,Arabica,Indonesia,1500,1500,Other,7.5,7.58,7.42,7.58,7.58,7.5,10,10,10,7.58,82.75,0.12,0,0,15
584,Arabica,Guatemala,518,157.8864,Washed / Wet,7.58,7.58,7.33,7.58,7.33,7.67,10,10,10,7.67,82.75,0.12,0,0,0
585,Arabica,Taiwan,650,650,Natural / Dry,7.83,7.67,7.33,7.67,7.58,7.67,9.33,10,10,7.67,82.75,0,0,0,0
586,Arabica,El Salvador,1250,1250,Washed / Wet,7.67,7.67,7.17,7.33,7.58,7.67,10,10,10,7.67,82.75,0,0,0,4
587,Arabica,Costa Rica,1850,1850,Washed / Wet,7.58,7.5,7.42,7.67,7.42,7.5,10,10,10,7.67,82.75,0.09,0,0,1
588,Arabica,Honduras,1400,1400,Natural / Dry,7.58,7.5,7.42,7.58,7.5,7.5,10,10,10,7.67,82.75,0.09,0,1,6
589,Arabica,Brazil,905,905,Pulped natural / honey,7.5,7.5,7.58,7.5,7.58,7.58,10,10,10,7.5,82.75,0.11,0,2,1
590,Arabica,China,1100,1100,Natural / Dry,7.67,7.5,7.33,7.33,7.67,7.67,10,10,10,7.58,82.75,0.1,0,0,0
591,Arabica,China,1500,1500,Washed / Wet,7.5,7.67,7.42,7.67,7.5,7.5,10,10,10,7.5,82.75,0.11,0,0,2
592,Arabica,Colombia,de 1600 a 1950 msnm,1775,Washed / Wet,7.5,7.58,7.58,7.75,7.33,7.5,10,10,10,7.5,82.75,0,0,0,2
593,Arabica,Malawi,1442 m,1442,Washed / Wet,7.75,7.58,7.42,7.5,7.33,7.5,10,10,10,7.67,82.75,0.12,0,0,0
594,Arabica,Guatemala,5000 ft.,1524,Washed / Wet,7.75,7.42,7.25,7.75,7.5,7.67,10,10,10,7.42,82.75,0.13,0,0,2
595,Arabica,Colombia,1.65,165,Washed / Wet,7.67,7.42,7.42,7.58,7.33,7.67,10,10,10,7.67,82.75,0.12,0,0,0
596,Arabica,United States (Hawaii),,,Natural / Dry,7.67,7.58,7.42,7.83,7.33,7.5,10,10,10,7.42,82.75,0.1,6,0,0
597,Arabica,United States (Hawaii),,,Natural / Dry,7.58,7.83,7.75,7.75,7.42,8,9.33,9.33,10,7.75,82.75,0.1,0,0,0
598,Arabica,Colombia,1300,1300,Washed / Wet,7.58,7.33,7.17,7.33,7.25,8.58,10,10,10,7.5,82.75,0.1,0,0,2
599,Arabica,Mexico,1550,1550,Washed / Wet,7.58,7.58,7.5,7.5,7.5,7.5,10,10,10,7.58,82.75,0.12,0,0,6
600,Arabica,Mexico,1200,1200,Washed / Wet,7.58,7.58,7.33,7.75,7.25,7.58,10,10,10,7.67,82.75,0.12,0,0,0
601,Arabica,Mexico,1200,1200,Natural / Dry,8.08,8.17,8,8,7.83,7.92,6.67,10,10,8.08,82.75,0.12,1,0,4
602,Arabica,Colombia,1400 thru 1850,1625,Washed / Wet,7.5,7.58,7.42,7.67,7.5,7.58,10,10,10,7.5,82.75,0,0,0,0
603,Arabica,Colombia,de 1.600 a 1.950 msnm,1775,Washed / Wet,7.67,7.58,7.58,7.58,7.5,7.42,10,10,10,7.42,82.75,0.11,0,0,3
604,Arabica,United States (Hawaii),,,Washed / Wet,7.25,7.75,7.5,7.83,7.67,7.67,9.33,10,10,7.75,82.75,0.12,0,0,0
605,Arabica,Panama,1100,1100,Washed / Wet,7.42,7.42,7.5,7.58,7.5,7.75,10,10,10,7.58,82.75,0,0,0,4
606,Arabica,United States (Hawaii),,,,7.75,7.67,7.5,7.83,7.17,7.42,10,10,10,7.42,82.75,0,0,0,2
607,Arabica,Brazil,890,890,Natural / Dry,7.5,7.58,7.25,7.75,7.58,7.5,10,10,10,7.5,82.67,0,0,0,4
608,Arabica,Brazil,934,934,Natural / Dry,7.5,7.58,7.5,7.67,7.5,7.42,10,10,10,7.5,82.67,0.11,0,2,3
609,Arabica,Laos,1300,1300,Washed / Wet,7.67,7.67,7.42,7.42,7.42,7.5,10,10,10,7.58,82.67,0.13,0,0,0
610,Arabica,El Salvador,1200,1200,Washed / Wet,7.67,7.67,7.67,7.67,7.5,7.67,10,10,9.33,7.5,82.67,0,0,0,7
611,Arabica,Mexico,1300,1300,,7.5,7.67,7.42,7.75,7.42,7.17,10,10,10,7.75,82.67,0.11,0,2,3
612,Arabica,Colombia,,,Washed / Wet,7.75,7.5,7.33,7.58,7.33,7.75,10,10,10,7.42,82.67,0,1,0,9
613,Arabica,Brazil,1,1,Natural / Dry,7.58,7.5,7.42,7.67,7.5,7.5,10,10,10,7.5,82.67,0,0,0,0
614,Arabica,Brazil,,,Natural / Dry,7.33,7.5,7.58,7.58,7.67,7.5,10,10,10,7.5,82.67,0.12,0,0,9
615,Arabica,"Tanzania, United Republic Of",1700,1700,Washed / Wet,7.5,7.5,7.5,7.5,7.5,7.58,10,10,10,7.58,82.67,0.12,0,0,0
616,Arabica,"Tanzania, United Republic Of",1550,1550,Washed / Wet,7.58,7.5,7.5,7.58,7.33,7.58,10,10,10,7.58,82.67,0.12,0,0,4
617,Arabica,Taiwan,1200公尺,1200,Washed / Wet,8,7.83,7.83,7.42,7.25,7.25,10,10,10,7.08,82.67,0.08,0,0,0
618,Arabica,Mexico,1296,1296,Natural / Dry,7.67,7.58,7.42,7.5,7.42,7.5,10,10,10,7.58,82.67,0.11,0,0,0
619,Arabica,Uganda,1400- 1900,1650,Washed / Wet,7.67,7.5,7.33,7.67,7.5,7.5,10,10,10,7.5,82.67,0.12,0,0,0
620,Arabica,Taiwan,1240 m,1240,Washed / Wet,7.67,7.5,7.5,7.5,7.5,7.5,10,10,10,7.5,82.67,0.11,0,0,0
621,Arabica,Thailand,1500,1500,Washed / Wet,7.42,7.5,7.5,7.67,7.58,7.5,10,10,10,7.5,82.67,0.11,0,0,0
622,Arabica,Colombia,1800 msnm,1800,Washed / Wet,7.75,7.58,7.67,7.25,7.58,7.42,10,10,10,7.42,82.67,0.11,0,0,3
623,Arabica,El Salvador,,,Washed / Wet,7.92,8,7.5,6.75,7.92,7.58,10,10,9.33,7.67,82.67,0,0,0,17
624,Arabica,Guatemala,1500,1500,Washed / Wet,7.67,7.67,7.17,7.67,7.5,7.5,10,10,10,7.5,82.67,0.11,0,0,0
625,Arabica,Thailand,,,Washed / Wet,7.83,7.33,7.83,7.33,7.58,7.83,10,10,9.33,7.58,82.67,0.12,0,0,0
626,Arabica,Mexico,1100,1100,Washed / Wet,7.58,7.58,7.42,7.58,7.42,7.5,10,10,10,7.58,82.67,0.11,0,0,2
627,Arabica,Mexico,950,950,Washed / Wet,7.5,7.58,7.58,7.58,7.42,7.42,10,10,10,7.58,82.67,0.12,0,0,0
628,Arabica,Colombia,1800 meters (5900,3850,,7.33,7.58,7.42,7.42,7.67,7.67,10,10,10,7.58,82.67,0.11,0,0,0
629,Arabica,United States (Hawaii),,,,7.83,7.67,7.5,7.67,7.5,7.58,10,10,9.33,7.58,82.67,0.03,2,0,0
630,Arabica,Mexico,1400 masl,1400,,7.75,7.58,7.25,7.75,7.67,7.58,10,10,10,7.08,82.67,0,0,0,1
631,Arabica,Colombia,1800 msnm,1800,,8.08,7.67,7.67,7.33,7.33,7.17,10,10,10,7.42,82.67,0.08,0,0,3
632,Arabica,Colombia,,,,7.5,7.42,7.33,7.33,7.67,7.83,10,10,10,7.58,82.67,0.21,0,0,2
633,Arabica,Guatemala,4000,1219.2,Washed / Wet,7.5,7.42,7.42,7.75,7.5,7.5,10,10,10,7.5,82.58,0.1,0,1,2
634,Arabica,Taiwan,1050,1050,Pulped natural / honey,7.67,7.42,7.5,7.42,7.58,7.5,10,10,10,7.5,82.58,0.11,0,5,0
635,Arabica,Brazil,,,Pulped natural / honey,7.5,7.58,7.42,7.5,7.75,7.33,10,10,10,7.5,82.58,0.11,0,0,7
636,Arabica,Taiwan,200 m,200,,7.25,7.25,7,7.08,7,7,10,10,10,10,82.58,0.11,0,0,0
637,Arabica,Brazil,,,,7.42,7.42,7.5,7.33,7.25,7.67,10,10,10,8,82.58,0,1,9,2
638,Arabica,Indonesia,1200-1300m dpl,1250,Semi-washed / Semi-pulped,7.83,7.58,7.42,7.33,7.42,7.5,10,10,10,7.5,82.58,0.13,0,0,6
639,Arabica,Thailand,800++,800,Washed / Wet,7.75,7.33,7.42,7.67,7.42,7.5,10,10,10,7.5,82.58,0.12,0,0,0
640,Arabica,Thailand,1400-1500 m,1450,Washed / Wet,7.42,7.58,7.58,7.42,7.58,7.5,10,10,10,7.5,82.58,0.12,0,0,1
641,Arabica,"Tanzania, United Republic Of",1317,1317,Washed / Wet,7.75,7.42,7.33,7.5,7.58,7.5,10,10,10,7.5,82.58,0.12,0,0,1
642,Arabica,Uganda,1400-1900,1650,Natural / Dry,7.83,7.5,7.42,7.58,7.42,7.42,10,10,10,7.42,82.58,0.12,0,0,0
643,Arabica,Costa Rica,1200-1400,1300,Washed / Wet,7.67,7.42,7.5,7.67,7,7.75,10,10,10,7.58,82.58,0.11,0,0,3
644,Arabica,Mexico,,,Washed / Wet,7.58,7.58,7.42,7.75,7.67,7.67,9.33,10,10,7.58,82.58,0,0,0,11
645,Arabica,Guatemala,,,Natural / Dry,7.5,7.58,7.42,7.58,7.42,7.58,10,10,10,7.5,82.58,0,0,0,4
646,Arabica,Colombia,1750 msnm,1750,Washed / Wet,7.75,7.25,7.33,7.42,7.5,7.83,10,10,10,7.5,82.58,0.11,0,0,3
647,Arabica,Colombia,1750 msnm,1750,Washed / Wet,7.75,7.5,7.75,7.25,7.33,7.58,10,10,10,7.42,82.58,0.11,0,0,3
648,Arabica,Colombia,1750 msnm,1750,Washed / Wet,7.58,7.5,7.42,7.58,7.67,7.42,10,10,10,7.42,82.58,0.11,0,0,0
649,Arabica,Mexico,1250,1250,Washed / Wet,7.5,7.58,7.5,7.5,7.42,7.5,10,10,10,7.58,82.58,0.1,0,0,6
650,Arabica,Mexico,1150,1150,Washed / Wet,7.67,7.58,7.58,7.75,7.67,6.83,10,10,10,7.5,82.58,0.12,0,0,0
651,Arabica,Colombia,de 1.600 a 1.950 msnm,1775,Washed / Wet,7.33,7.42,7.58,7.42,7.67,7.5,10,10,10,7.67,82.58,0.11,2,0,2
652,Arabica,Brazil,900-1050m,975,,7.58,7.5,7.33,7.75,7.5,7.5,10,10,10,7.42,82.58,0,0,0,4
653,Arabica,Brazil,890,890,Natural / Dry,7.5,7.5,7.5,7.5,7.58,7.5,10,10,10,7.42,82.5,0.11,0,0,4
654,Arabica,Indonesia,1250,1250,Washed / Wet,7.83,7.75,7.25,7.5,7.42,7.33,10,10,10,7.42,82.5,0.11,0,0,5
655,Arabica,Honduras,1400,1400,Washed / Wet,7.58,7.58,7.33,7.5,7.5,7.5,10,10,10,7.5,82.5,0.1,0,0,4
656,Arabica,Guatemala,4000,1219.2,Washed / Wet,7.5,7.5,7.33,7.5,7.67,7.5,10,10,10,7.5,82.5,0.1,0,2,2
657,Arabica,Thailand,800++,800,Washed / Wet,7.5,7.83,7.5,7.75,7.33,7.42,9.33,10,10,7.83,82.5,0.12,0,0,0
658,Arabica,Thailand,1400-1500 m,1450,Washed / Wet,7.33,7.5,7.5,7.5,7.67,7.5,10,10,10,7.5,82.5,0.11,0,0,0
659,Arabica,"Tanzania, United Republic Of",1600,1600,Washed / Wet,7.67,7.42,7.33,7.58,7.5,7.5,10,10,10,7.5,82.5,0.12,0,0,1
660,Arabica,"Tanzania, United Republic Of",,,Washed / Wet,7.75,7,7.42,7.58,7.58,7.58,10,10,10,7.58,82.5,0.12,0,0,3
661,Arabica,Mexico,1500-1700m,1600,Washed / Wet,7.42,7.58,7.5,7.67,7.25,7.5,10,10,10,7.58,82.5,0,0,0,1
662,Arabica,Brazil,1260,1260,Semi-washed / Semi-pulped,7.42,7.5,7.67,7.33,7.42,7.67,10,10,10,7.5,82.5,0.11,0,0,0
663,Arabica,Guatemala,4300,1310.64,Washed / Wet,7.83,7.42,7.33,7.67,7.42,7.5,10,10,10,7.33,82.5,0.12,0,0,4
664,Arabica,Colombia,1750 msnm,1750,Washed / Wet,7.5,7.5,7.42,7.42,7.58,7.58,10,10,10,7.5,82.5,0.11,0,0,1
665,Arabica,Guatemala,4300,1310.64,Washed / Wet,7.83,7.67,7.17,7.33,7.5,7.67,10,10,10,7.33,82.5,0.11,0,0,0
666,Arabica,Mexico,1679,1679,Washed / Wet,7.5,7.58,7.5,7.5,7.42,7.42,10,10,10,7.58,82.5,0.13,0,0,10
667,Arabica,Mexico,1100,1100,Washed / Wet,7.67,7.5,7.33,7.67,7.5,7.33,10,10,10,7.5,82.5,0.12,0,0,5
668,Arabica,Mexico,1650,1650,Semi-washed / Semi-pulped,7.92,7.5,7.33,7.58,7.25,7.42,10,10,10,7.5,82.5,0.11,0,0,2
669,Arabica,Guatemala,,,Natural / Dry,7.67,7.33,7.33,7.33,7.5,7.83,10,10,10,7.5,82.5,0.11,0,0,5
670,Arabica,Brazil,1.250 m,1250,Semi-washed / Semi-pulped,7.67,7.42,7.33,7.67,7.5,7.5,10,10,10,7.42,82.5,0,0,0,4
671,Arabica,Colombia,de 1.600 a 1.950 msnm,1775,Washed / Wet,7.67,7.5,7.33,7.5,7.25,7.67,10,10,10,7.58,82.5,0.11,1,0,3
672,Arabica,United States (Hawaii),,,Washed / Wet,7.33,7.42,7.33,7.75,7.42,7.67,10,10,10,7.58,82.5,0.12,2,0,3
673,Arabica,Guatemala,1600,1600,,7.75,7.58,7.67,7.67,7.58,7.58,9.33,10,10,7.33,82.5,0.01,1,0,14
674,Arabica,Honduras,1500,1500,Washed / Wet,7.42,7.67,7.17,7.58,7.58,7.5,10,10,10,7.5,82.42,0.12,0,1,6
675,Arabica,Guatemala,1700,1700,Washed / Wet,7.58,7.5,7.33,7.75,7.33,7.5,10,10,10,7.42,82.42,0.1,0,1,2
676,Arabica,Guatemala,1700,1700,Washed / Wet,7.67,7.58,7.25,7.67,7.42,7.33,10,10,10,7.5,82.42,0.12,0,0,0
677,Arabica,Guatemala,518,157.8864,Washed / Wet,7.58,7.5,7.25,7.67,7.5,7.5,10,10,10,7.42,82.42,0.12,0,0,0
678,Arabica,Guatemala,,,Washed / Wet,7.5,7.42,7.08,7.75,7.67,7.5,10,10,10,7.5,82.42,0.11,0,2,3
679,Arabica,Colombia,1600,1600,Washed / Wet,5.08,7.75,7.83,7.75,7.83,8.08,10,10,10,8.08,82.42,0.11,0,0,1
680,Arabica,China,1600,1600,Washed / Wet,7.67,7.42,7.42,7.5,7.42,7.42,10,10,10,7.58,82.42,0.1,0,0,0
681,Arabica,Brazil,,,,7.42,7.5,7.33,7.5,7.25,7.42,10,10,10,8,82.42,0.11,0,1,0
682,Arabica,"Tanzania, United Republic Of",2285,2285,Washed / Wet,7.67,7.25,7.42,7.42,7.67,7.42,10,10,10,7.58,82.42,0.13,0,0,7
683,Arabica,Brazil,1,1,Natural / Dry,7.17,7.83,7.33,7.5,7.75,7.42,10,10,10,7.42,82.42,0,0,0,0
684,Arabica,Guatemala,1400 mts,1400,Washed / Wet,7.5,7.5,7.5,7.67,7.42,7.5,10,10,10,7.33,82.42,0.1,0,0,0
685,Arabica,Mexico,1296,1296,Washed / Wet,7.42,7.5,7.42,7.58,7.42,7.5,10,10,10,7.58,82.42,0.11,0,0,0
686,Arabica,Brazil,1000m,1000,Semi-washed / Semi-pulped,7.58,7.67,7.33,7.5,7.5,7.42,10,10,10,7.42,82.42,0.12,0,0,1
687,Arabica,Peru,huanuco,,Washed / Wet,7.58,7.58,7.58,7.75,7.5,7.58,9.33,10,10,7.5,82.42,0,0,0,3
688,Arabica,Brazil,1260,1260,Natural / Dry,7.25,7.33,7.25,7.5,7.42,7.5,10,10,10,8.17,82.42,0,0,0,0
689,Arabica,Mexico,1170,1170,Washed / Wet,7.5,7.58,7.5,7.92,7.42,7.67,9.33,10,10,7.5,82.42,0.12,0,0,0
690,Arabica,Honduras,,,Washed / Wet,7.25,7.67,7.42,7.17,7.75,7.5,10,10,10,7.67,82.42,0.09,0,0,2
691,Arabica,Colombia,de 1600 a 1950 msnm,1775,Washed / Wet,7.67,7.42,7.33,7.5,7.58,7.5,10,10,10,7.42,82.42,0.11,0,0,9
692,Arabica,Mexico,1560,1560,Washed / Wet,7.5,7.42,7.42,7.67,7.42,7.58,10,10,10,7.42,82.42,0.12,0,0,5
693,Arabica,Mexico,1400,1400,Semi-washed / Semi-pulped,7.42,7.58,7.5,7.42,7.58,7.5,10,10,10,7.42,82.42,0.13,0,0,2
694,Arabica,Mexico,1300,1300,Washed / Wet,7.42,7.58,7.33,7.58,7.5,7.5,10,10,10,7.5,82.42,0.14,0,0,9
695,Arabica,Mexico,1170,1170,Washed / Wet,7.75,7.33,7.25,7.58,7.58,7.33,10,10,10,7.58,82.42,0.13,0,0,1
696,Arabica,Mexico,1300,1300,Washed / Wet,7.5,7.58,7.33,7.5,7.5,7.5,10,10,10,7.5,82.42,0.11,0,0,0
697,Arabica,Mexico,1350,1350,Washed / Wet,7.58,7.58,7.17,7.5,7.5,7.5,10,10,10,7.58,82.42,0.14,0,0,6
698,Arabica,Mexico,1150,1150,Washed / Wet,7.58,7.33,7.33,7.58,7.5,7.5,10,10,10,7.58,82.42,0.11,0,0,0
699,Arabica,Mexico,1250,1250,Washed / Wet,7.67,7.58,7.33,7.42,7.58,7.33,10,10,10,7.5,82.42,0.13,0,0,4
700,Arabica,Mexico,1450,1450,Washed / Wet,7.83,7.5,7.42,7.67,7.17,7.33,10,10,10,7.5,82.42,0.12,0,0,0
701,Arabica,Colombia,442 msnm,442,Natural / Dry,7.67,7.33,7.25,7.42,7.5,7.67,10,10,10,7.58,82.42,0,0,0,2
702,Arabica,Brazil,,,Natural / Dry,7.75,7.5,7.42,7.42,7.5,7.42,10,10,10,7.42,82.42,0.11,0,0,2
703,Arabica,Colombia,1750,1750,Washed / Wet,7.33,7.58,7.17,7.58,7.42,7.58,10,10,10,7.75,82.42,0,0,0,2
704,Arabica,Colombia,1750 m.s.n.m,1750,,7.58,7.25,7.42,7.25,7.58,7.83,10,10,10,7.5,82.42,0.02,0,0,1
705,Arabica,Honduras,1396,1396,Washed / Wet,7.5,7.58,7.33,7.5,7.42,7.42,10,10,10,7.58,82.33,0.1,0,1,8
706,Arabica,Brazil,982,982,Natural / Dry,7.33,7.5,7.5,7.33,7.5,7.5,10,10,10,7.67,82.33,0.11,0,3,11
707,Arabica,Brazil,,,Natural / Dry,7.42,7.42,7.42,7.5,7.5,7.58,10,10,10,7.5,82.33,0.11,0,4,14
708,Arabica,Brazil,934,934,Natural / Dry,7.5,7.5,7.42,7.5,7.42,7.5,10,10,10,7.5,82.33,0.11,0,2,3
709,Arabica,Costa Rica,1850,1850,Washed / Wet,7.75,7.5,7.25,7.25,7.42,7.67,10,10,10,7.5,82.33,0.1,6,1,3
710,Arabica,Costa Rica,1550,1550,Washed / Wet,7.75,7.33,7.5,7.5,7.33,7.58,10,10,10,7.33,82.33,0,0,2,0
711,Arabica,China,1580,1580,Pulped natural / honey,7.5,7.58,7.42,7.5,7.42,7.42,10,10,10,7.5,82.33,0.12,0,6,2
712,Arabica,Brazil,1268,1268,Natural / Dry,8.25,7.83,7.25,8.33,8.17,8.08,10,6.67,10,7.75,82.33,0.07,0,0,0
713,Arabica,Brazil,,,Natural / Dry,7.42,7.5,7.5,7.42,7.5,7.58,10,10,10,7.42,82.33,0.11,0,0,10
714,Arabica,Guatemala,5500 metros,1676.4,Washed / Wet,7.5,7.42,7.17,7.83,7.5,7.5,10,10,10,7.42,82.33,0.1,0,0,6
715,Arabica,Malawi,1450 m,1450,Washed / Wet,7.33,7.58,7.42,7.58,7.33,7.5,10,10,10,7.58,82.33,0.12,0,0,0
716,Arabica,Brazil,1100,1100,Natural / Dry,7.75,8.08,7.67,8.08,8.08,8,10,10,6.67,8,82.33,0.11,0,0,0
717,Arabica,Guatemala,5000 ft.,1524,Washed / Wet,7.58,7.67,7.5,7.58,7.75,7.5,9.33,10,10,7.42,82.33,0.12,0,0,3
718,Arabica,Mexico,,,Washed / Wet,7.33,7.58,7.42,7.5,7.5,7.5,10,10,10,7.5,82.33,0.11,0,0,0
719,Arabica,Colombia,1300,1300,Washed / Wet,7.42,7.33,7.5,7.17,7.08,8.33,10,10,10,7.5,82.33,0.1,0,0,2
720,Arabica,Taiwan,200 m,200,Semi-washed / Semi-pulped,7.5,7.5,7.5,7.5,7.5,7.5,10,10,10,7.33,82.33,0.11,0,0,0
721,Arabica,Taiwan,600 m,600,Washed / Wet,7.5,7.5,7.5,7.5,7.5,7.5,10,10,10,7.33,82.33,0.11,0,0,0
722,Arabica,Guatemala,4300,1310.64,Washed / Wet,7.5,7.42,7.58,7.5,7.5,7.58,10,10,10,7.25,82.33,0.12,2,0,1
723,Arabica,Colombia,1750 msnm,1750,Washed / Wet,7.5,7.42,7.5,7.5,7.5,7.58,10,10,10,7.33,82.33,0,0,0,1
724,Arabica,Mexico,1300,1300,Washed / Wet,7.67,7.5,7.42,7.5,7.42,7.42,10,10,10,7.42,82.33,0.12,0,0,3
725,Arabica,Costa Rica,,,Washed / Wet,7.92,7.58,7.25,7.75,7.92,7.58,9.33,9.33,10,7.67,82.33,0,0,0,14
726,Arabica,Guatemala,5500-6000 psnm,1752.6,Washed / Wet,7.67,7.5,7.33,7.67,7.5,7.33,10,10,10,7.33,82.33,0.11,0,0,3
727,Arabica,Mexico,441,441,Natural / Dry,7.58,7.67,7.58,7.33,7,7.58,10,10,10,7.58,82.33,0.15,1,0,8
728,Arabica,Mexico,1170,1170,Washed / Wet,7.67,7.58,7.5,7.58,7.5,7.5,10,10,10,7,82.33,0.13,0,0,9
729,Arabica,Guatemala,4300,1310.64,Washed / Wet,7.5,7.67,7.33,7.5,7.33,7.5,10,10,10,7.5,82.33,0.1,2,0,5
730,Arabica,Brazil,1100m,1100,Natural / Dry,7.58,7.5,7.42,7.5,7.5,7.42,10,10,10,7.42,82.33,0.12,0,0,2
731,Arabica,Mexico,1200 a 1400,1300,Washed / Wet,8,7.75,7.33,7.33,7.08,7.67,9.33,10,10,7.83,82.33,0.11,0,0,0
732,Arabica,Brazil,950m,950,Washed / Wet,7.58,7.58,7.25,7.58,7.42,7.5,10,10,10,7.42,82.33,0.11,0,0,2
733,Arabica,Colombia,442 msnm,442,Natural / Dry,7.83,7.58,7.33,7.25,7.58,7.42,10,10,10,7.33,82.33,0,0,0,0
734,Arabica,Brazil,1100,1100,Washed / Wet,7.58,7.5,7.25,7.42,7.67,7.33,10,10,10,7.5,82.25,0.09,2,6,10
735,Arabica,Taiwan,,,,7,7.08,7,7.17,7,7,10,10,10,10,82.25,0.1,0,0,0
736,Arabica,Guatemala,1450,1450,Washed / Wet,7.67,7.5,7.25,7.67,7.42,7.42,10,10,10,7.33,82.25,0.11,0,2,2
737,Arabica,Brazil,1,1,Natural / Dry,7.42,7.67,7.5,7.08,7.5,7.42,10,10,10,7.67,82.25,0,0,0,9
738,Arabica,El Salvador,1500,1500,Washed / Wet,7.58,7.67,7.5,7.67,7.83,8.42,9.33,9.33,9.33,7.58,82.25,0.12,0,0,0
739,Arabica,Honduras,1350,1350,Washed / Wet,7.58,7.5,7.42,7.58,7.42,7.42,10,10,10,7.33,82.25,0.11,0,0,2
740,Arabica,Malawi,1180m,1180,Washed / Wet,7.58,7.42,7.33,7.42,7.58,7.5,10,10,10,7.42,82.25,0.13,0,0,0
741,Arabica,Brazil,1100,1100,Natural / Dry,7.75,7.58,7.42,7.42,7.33,7.33,10,10,10,7.42,82.25,0.11,0,0,0
742,Arabica,Taiwan,650 m,650,Washed / Wet,7.5,7.5,7.5,7.5,7.5,7.5,10,10,10,7.25,82.25,0.11,0,0,0
743,Arabica,Mexico,1338,1338,Washed / Wet,7.58,7.58,7.42,7.42,7.42,7.42,10,10,10,7.42,82.25,0.12,0,0,4
744,Arabica,United States (Hawaii),,,Natural / Dry,7.33,7.42,7.5,7.67,7.5,7.42,10,10,10,7.42,82.25,0,0,0,1
745,Arabica,Mexico,533,533,Washed / Wet,7.58,7.58,7.5,7.17,7.42,7.42,10,10,10,7.58,82.25,0.16,3,0,8
746,Arabica,Guatemala,4563,1390.8024,Washed / Wet,7.5,7.5,7.33,7.58,7.67,7.33,10,10,10,7.33,82.25,0.11,0,0,2
